2.147835339217130145e-04,-2.762870128464616393e-04,-4.919176730732268896e-03,1.000000000000000000e+00
3.745290658148693066e-04,-2.936704890193752855e-04,-5.046852846320558014e-03,1.000000000000000000e+00
3.929743168338855524e-04,-2.955832439980104142e-04,-5.061940360782568767e-03,1.000000000000000000e+00
3.314284159218329842e-04,-2.609733608379346289e-04,-5.013697983693454936e-03,1.000000000000000000e+00
4.965801905002092953e-04,-2.793724397560231080e-04,-5.144753192736172681e-03,1.000000000000000000e+00
4.240068174169345878e-04,-2.487403942125147437e-04,-5.084781534670488462e-03,1.000000000000000000e+00
7.403514434816054394e-07,-9.782741243938423731e-06,-4.738765455784329367e-03,1.000000000000000000e+00
1.619034884003386703e-04,-2.836829699572080571e-05,-4.865367073301432414e-03,1.000000000000000000e+00
9.035707323174677313e-05,-8.305681787558168508e-06,-4.809675317152794713e-03,1.000000000000000000e+00
2.776347191692414302e-05,-4.260085850549169477e-07,-4.762043367328390453e-03,1.000000000000000000e+00
4.657886527645255042e-04,-4.357089534847972847e-05,-5.109571097013277004e-03,1.000000000000000000e+00
3.686404364135253340e-05,1.179795537248050385e-05,-4.768727581774749417e-03,1.000000000000000000e+00
1.448999934317434532e-04,2.201321297540003222e-05,-4.855420658339360505e-03,1.000000000000000000e+00
4.182077506042501712e-04,9.732797463565452960e-06,-5.072507970058860033e-03,1.000000000000000000e+00
3.950005679551650008e-04,3.743872253896039451e-05,-5.051799456300513913e-03,1.000000000000000000e+00
3.055518277908653841e-05,8.691750192584235491e-05,-4.768432043837956234e-03,1.000000000000000000e+00
4.693562958102799409e-05,9.533438557276923428e-05,-4.778289984352130856e-03,1.000000000000000000e+00
9.519661975140544276e-05,1.021690370026732004e-04,-4.816645898927935168e-03,1.000000000000000000e+00
4.571048031621252465e-04,6.496872293667835436e-05,-5.101504988915408524e-03,1.000000000000000000e+00
1.492783239425512262e-04,1.072296539223990716e-04,-4.859286766903127795e-03,1.000000000000000000e+00
9.051797000664450689e-05,1.264766971879299057e-04,-4.811388919150815999e-03,1.000000000000000000e+00
4.667323758055161174e-05,1.322923926098711815e-04,-4.779209201719352568e-03,1.000000000000000000e+00
1.792050870160200298e-04,1.153890975275458292e-04,-4.881382992582766929e-03,1.000000000000000000e+00
1.046624162405941790e-04,1.253410674907158475e-04,-4.823701087513850884e-03,1.000000000000000000e+00
1.297598460882725660e-04,1.325960675140948624e-04,-4.843535753068006766e-03,1.000000000000000000e+00
1.881029881939585088e-05,1.598782438422779832e-04,-4.759905225568371312e-03,1.000000000000000000e+00
8.589759275489007454e-05,1.752721321909959137e-04,-4.811064311641260853e-03,1.000000000000000000e+00
1.843366238749458499e-04,1.858551909806048269e-04,-4.888645770804531804e-03,1.000000000000000000e+00
1.238049135705764027e-04,3.048336448786388925e-04,-4.858638650984635314e-03,1.000000000000000000e+00
5.531132535884604939e-04,2.682665886707769694e-04,-5.208121175789331460e-03,1.000000000000000000e+00
6.803009491040514292e-04,7.484206740512284279e-04,-5.800206177359697700e-03,1.000000000000000000e+00
-3.452974979596911656e-04,9.262179266764898958e-04,-4.924285408348871677e-03,1.000000000000000000e+00
7.517968974346065508e-04,-9.577487226388334491e-04,-5.321751478398790633e-03,1.000000000000000000e+00
-2.834437040147317417e-04,-8.315256984333880066e-04,-4.508196686642778998e-03,1.000000000000000000e+00
7.240056481015720883e-04,5.640214828087748928e-04,-5.691683030864534351e-03,1.000000000000000000e+00
5.445714626537852786e-04,4.468902633233923054e-04,-5.320772697449033077e-03,1.000000000000000000e+00
3.376193947098130054e-04,4.760458743416579670e-04,-5.150249399462548949e-03,1.000000000000000000e+00
3.085488803792759511e-04,4.824055416626456586e-04,-5.128969734468556869e-03,1.000000000000000000e+00
9.642836149949101916e-05,5.137181894229466512e-04,-4.956196138708402789e-03,1.000000000000000000e+00
6.988981708545168839e-05,5.203988759909922417e-04,-4.935191297023701872e-03,1.000000000000000000e+00
-1.451048300263578245e-04,5.504843430850018789e-04,-4.759947705212606676e-03,1.000000000000000000e+00
-1.882121639422611539e-04,3.174068736720455199e-04,-4.609367747728889721e-03,1.000000000000000000e+00
-2.168773681122131061e-04,-1.656221386572242869e-05,-4.583587872539577994e-03,1.000000000000000000e+00
4.692993671781916132e-04,5.920062539841192822e-04,-5.446170062609071751e-03,1.000000000000000000e+00
2.680631316428236204e-04,6.264494962085198626e-04,-5.273107581611331113e-03,1.000000000000000000e+00
2.391097899648426896e-04,6.318774618757538788e-04,-5.247186393032251747e-03,1.000000000000000000e+00
2.846942185114809384e-05,6.661085189815830771e-04,-5.072379668334592653e-03,1.000000000000000000e+00
-3.624311023625717676e-06,6.736742267174610768e-04,-5.050233769387536646e-03,1.000000000000000000e+00
-2.061072763409636181e-04,7.086674446092095393e-04,-4.864749663287814239e-03,1.000000000000000000e+00
5.572225716997091785e-04,-1.197189383442980363e-04,-5.187181384830158101e-03,1.000000000000000000e+00
5.840900916401071778e-04,2.051987344248867872e-04,-5.216529575888964251e-03,1.000000000000000000e+00
