6.658528004086457556e-05,-7.875401786596030471e-04,-4.776641953853161260e-03,1.000000000000000000e+00
1.092307801037924864e-04,-7.735604747344070184e-04,-4.812959968716376546e-03,1.000000000000000000e+00
1.695252664014383311e-04,-7.413431756486327847e-04,-4.862667044136712718e-03,1.000000000000000000e+00
1.587921102931981519e-04,-7.315209703512190161e-04,-4.856302168357570781e-03,1.000000000000000000e+00
1.193772157462488477e-04,-7.188731624472650310e-04,-4.824926833447320054e-03,1.000000000000000000e+00
3.604358044877856068e-05,-7.008578583005102428e-04,-4.757655841368236757e-03,1.000000000000000000e+00
6.924235600404160139e-04,-7.661432694672266897e-04,-5.302251420555560875e-03,1.000000000000000000e+00
7.081456310979056821e-04,-7.659693654421349113e-04,-5.315725103293646517e-03,1.000000000000000000e+00
6.974246941263369031e-04,-7.550527246614792409e-04,-5.308194391941706107e-03,1.000000000000000000e+00
6.756256479198401860e-04,-7.193188254511575543e-04,-5.288593972225304890e-03,1.000000000000000000e+00
6.355992842856576612e-04,-7.137225177403058902e-04,-5.257256502043373102e-03,1.000000000000000000e+00
6.963974146942620777e-04,-7.193501037321257561e-04,-5.307748200017457611e-03,1.000000000000000000e+00
-2.039018372059222623e-05,-5.912866616924863971e-04,-4.722551108590994015e-03,1.000000000000000000e+00
1.006714835029537376e-04,-6.042812770306952826e-04,-4.819228361421979204e-03,1.000000000000000000e+00
3.717225189685878332e-04,-5.061678542278023928e-04,-5.048788477400239366e-03,1.000000000000000000e+00
2.246358846310142141e-04,-4.633291826191610670e-04,-4.929899907094581479e-03,1.000000000000000000e+00
6.851706326051504748e-04,-4.947803934975076928e-04,-5.301294542131129717e-03,1.000000000000000000e+00
3.474070761147301763e-04,-3.816021852047234478e-04,-5.029864539414129025e-03,1.000000000000000000e+00
3.903858407660827146e-04,-3.856651771045775190e-04,-5.062555062886837064e-03,1.000000000000000000e+00
2.690540764325101853e-04,-3.505440599121865909e-04,-4.967366592199070133e-03,1.000000000000000000e+00
4.827035774837975060e-04,-3.736905398413766064e-04,-5.136453524698043720e-03,1.000000000000000000e+00
2.507502950341740085e-04,-3.248009106940910823e-04,-4.950882684223347451e-03,1.000000000000000000e+00
3.588275766284330297e-04,-3.373054706950706313e-04,-5.037470897509793537e-03,1.000000000000000000e+00
