x y feature_id image_id image_filename
943.220000 681.820000 41.000000 1.000000 ./example/poster1.jpg
659.560000 718.240000 42.000000 1.000000 ./example/poster1.jpg
898.820000 678.900000 43.000000 1.000000 ./example/poster1.jpg
946.800000 661.320000 44.000000 1.000000 ./example/poster1.jpg
983.840000 655.400000 45.000000 1.000000 ./example/poster1.jpg
874.200000 672.580000 46.000000 1.000000  ./example/poster1.jpg
935.240000 662.700000 47.000000 1.000000 ./example/poster1.jpg
914.420000 657.320000 48.000000 1.000000 ./example/poster1.jpg
1007.580000 631.320000 49.000000 1.000000 ./example/poster1.jpg
950.740000 620.120000 50.000000 1.000000 ./example/poster1.jpg
870.220000 614.260000 51.000000 1.000000 ./example/poster1.jpg
920.160000 513.300000 52.000000 1.000000 ./example/poster1.jpg
592.040000 560.860000 53.000000 1.000000 ./example/poster1.jpg
545.170732 244.682927 54.000000 1.000000 ./example/poster1.jpg
1310.829268 5.853659 55.000000 1.000000 ./example/poster1.jpg
449.170732 1502.048780 56.000000 1.000000 ./example/poster1.jpg
1280.390244 1520.780488 57.000000 1.000000 ./example/poster1.jpg
505.365854 361.756098 58.000000 1.000000 ./example/poster1.jpg
608.390244 424.975610 59.000000 1.000000 ./example/poster1.jpg
758.243902 392.195122 60.000000 1.000000 ./example/poster1.jpg
779.317073 382.829268 61.000000 1.000000 ./example/poster1.jpg
945.560976 345.365854 62.000000 1.000000 ./example/poster1.jpg
966.634146 338.341463 63.000000 1.000000 ./example/poster1.jpg
1149.268293 296.195122 64.000000 1.000000 ./example/poster1.jpg
1191.414634 485.853659 65.000000 1.000000 ./example/poster1.jpg
1214.829268 780.878049 66.000000 1.000000 ./example/poster1.jpg
673.951220 324.292683 67.000000 1.000000 ./example/poster1.jpg
816.780488 282.146341 68.000000 1.000000 ./example/poster1.jpg
837.853659 275.121951 69.000000 1.000000 ./example/poster1.jpg
1001.756098 232.975610 70.000000 1.000000 ./example/poster1.jpg
1025.170732 223.609756 71.000000 1.000000 ./example/poster1.jpg
1196.097561 176.780488 72.000000 1.000000 ./example/poster1.jpg
587.317073 867.512195 73.000000 1.000000 ./example/poster1.jpg
568.585366 609.951220 74.000000 1.000000 ./example/poster1.jpg
1064.960000 1413.880000 1.000000 2.000000 ./example/poster2.jpg
1019.440000 1397.960000 2.000000 2.000000 ./example/poster2.jpg
959.220000 1365.980000 3.000000 2.000000 ./example/poster2.jpg
970.180000 1357.340000 4.000000 2.000000 ./example/poster2.jpg
1012.780000 1350.600000 5.000000 2.000000 ./example/poster2.jpg
1103.180000 1342.240000 6.000000 2.000000 ./example/poster2.jpg
379.160000 1338.640000 7.000000 2.000000 ./example/poster2.jpg
361.180000 1335.880000 8.000000 2.000000 ./example/poster2.jpg
374.480000 1328.160000 9.000000 2.000000 ./example/poster2.jpg
403.120000 1300.580000 10.000000 2.000000 ./example/poster2.jpg
447.920000 1298.900000 11.000000 2.000000 ./example/poster2.jpg
378.900000 1297.860000 12.000000 2.000000 ./example/poster2.jpg
1167.880000 1255.040000 13.000000 2.000000 ./example/poster2.jpg
1039.920000 1254.720000 14.000000 2.000000 ./example/poster2.jpg
755.720000 1147.060000 15.000000 2.000000 ./example/poster2.jpg
917.520000 1124.960000 16.000000 2.000000 ./example/poster2.jpg
416.180000 1107.980000 17.000000 2.000000 ./example/poster2.jpg
795.500000 1045.600000 18.000000 2.000000 ./example/poster2.jpg
748.660000 1044.660000 19.000000 2.000000 ./example/poster2.jpg
881.780000 1027.140000 20.000000 2.000000 ./example/poster2.jpg
651.520000 1026.200000 21.000000 2.000000 ./example/poster2.jpg
904.340000 1007.960000 22.000000 2.000000 ./example/poster2.jpg
787.760000 1007.680000 23.000000 2.000000 ./example/poster2.jpg
948.860000 971.740000 24.000000 2.000000 ./example/poster2.jpg
777.500000 970.280000 25.000000 2.000000 ./example/poster2.jpg
757.540000 970.080000 26.000000 2.000000 ./example/poster2.jpg
826.060000 947.360000 27.000000 2.000000 ./example/poster2.jpg
647.700000 946.260000 28.000000 2.000000 ./example/poster2.jpg
729.900000 928.540000 29.000000 2.000000 ./example/poster2.jpg
1203.840000 776.120000 30.000000 2.000000 ./example/poster2.jpg
1036.140000 774.460000 31.000000 2.000000 ./example/poster2.jpg
1111.360000 765.420000 32.000000 2.000000 ./example/poster2.jpg
1175.900000 765.400000 33.000000 2.000000 ./example/poster2.jpg
711.280000 754.780000 34.000000 2.000000 ./example/poster2.jpg
1167.400000 754.640000 35.000000 2.000000 ./example/poster2.jpg
1056.860000 734.820000 36.000000 2.000000 ./example/poster2.jpg
768.060000 715.760000 37.000000 2.000000 ./example/poster2.jpg
797.140000 695.440000 38.000000 2.000000 ./example/poster2.jpg
1179.760000 694.240000 39.000000 2.000000 ./example/poster2.jpg
1165.480000 685.500000 40.000000 2.000000 ./example/poster2.jpg
1115.940000 674.800000 41.000000 2.000000 ./example/poster2.jpg
732.420000 665.800000 42.000000 2.000000 ./example/poster2.jpg
1060.200000 664.900000 43.000000 2.000000 ./example/poster2.jpg
1124.580000 656.000000 44.000000 2.000000 ./example/poster2.jpg
1168.520000 655.500000 45.000000 2.000000 ./example/poster2.jpg
1031.220000 655.120000 46.000000 2.000000 ./example/poster2.jpg
1108.920000 655.100000 47.000000 2.000000 ./example/poster2.jpg
1083.900000 646.300000 48.000000 2.000000 ./example/poster2.jpg
1198.100000 636.320000 49.000000 2.000000 ./example/poster2.jpg
1132.320000 616.560000 50.000000 2.000000 ./example/poster2.jpg
1031.240000 596.800000 51.000000 2.000000 ./example/poster2.jpg
1096.000000 506.900000 52.000000 2.000000 ./example/poster2.jpg
639.100000 486.560000 53.000000 2.000000 ./example/poster2.jpg
378.926829 111.219512 54.000000 2.000000 ./example/poster2.jpg
1376.390244 97.170732 55.000000 2.000000 ./example/poster2.jpg
299.317073 1504.390244 56.000000 2.000000 ./example/poster2.jpg
1418.536585 1473.951220 57.000000 2.000000 ./example/poster2.jpg
362.536585 237.658537 58.000000 2.000000 ./example/poster2.jpg
615.414634 345.365854 59.000000 2.000000 ./example/poster2.jpg
833.170732 345.365854 60.000000 2.000000 ./example/poster2.jpg
863.609756 345.365854 61.000000 2.000000 ./example/poster2.jpg
1081.365854 345.365854 62.000000 2.000000 ./example/poster2.jpg
1109.463415 343.024390 63.000000 2.000000 ./example/poster2.jpg
1324.878049 345.365854 64.000000 2.000000 ./example/poster2.jpg
1411.512195 532.682927 65.000000 2.000000 ./example/poster2.jpg
1418.536585 801.951220 66.000000 2.000000 ./example/poster2.jpg
631.804878 242.341463 67.000000 2.000000 ./example/poster2.jpg
840.195122 242.341463 68.000000 2.000000 ./example/poster2.jpg
870.634146 240.000000 69.000000 2.000000 ./example/poster2.jpg
1079.024390 237.658537 70.000000 2.000000 ./example/poster2.jpg
1111.804878 237.658537 71.000000 2.000000 ./example/poster2.jpg
1320.195122 232.975610 72.000000 2.000000 ./example/poster2.jpg
601.365854 806.634146 73.000000 2.000000 ./example/poster2.jpg
606.048780 537.365854 74.000000 2.000000 ./example/poster2.jpg
1154.020000 1391.540000 1.000000 3.000000 ./example/poster3.jpg
1118.100000 1375.540000 2.000000 3.000000 ./example/poster3.jpg
1068.260000 1342.700000 3.000000 3.000000 ./example/poster3.jpg
1078.400000 1335.660000 4.000000 3.000000 ./example/poster3.jpg
1115.580000 1330.880000 5.000000 3.000000 ./example/poster3.jpg
1190.940000 1327.440000 6.000000 3.000000 ./example/poster3.jpg
529.840000 1290.180000 7.000000 3.000000 ./example/poster3.jpg
512.280000 1287.340000 8.000000 3.000000 ./example/poster3.jpg
525.260000 1279.580000 9.000000 3.000000 ./example/poster3.jpg
558.320000 1253.900000 10.000000 3.000000 ./example/poster3.jpg
602.300000 1253.520000 11.000000 3.000000 ./example/poster3.jpg
534.480000 1248.800000 12.000000 3.000000 ./example/poster3.jpg
1249.240000 1248.740000 13.000000 3.000000 ./example/poster3.jpg
1144.720000 1242.720000 14.000000 3.000000 ./example/poster3.jpg
908.000000 1123.960000 15.000000 3.000000 ./example/poster3.jpg
1052.040000 1114.460000 16.000000 3.000000 ./example/poster3.jpg
593.800000 1059.080000 17.000000 3.000000 ./example/poster3.jpg
953.280000 1029.420000 18.000000 3.000000 ./example/poster3.jpg
914.160000 1026.100000 19.000000 3.000000 ./example/poster3.jpg
1030.500000 1019.800000 20.000000 3.000000 ./example/poster3.jpg
827.280000 998.720000 21.000000 3.000000 ./example/poster3.jpg
1053.100000 1003.460000 22.000000 3.000000 ./example/poster3.jpg
952.580000 993.300000 23.000000 3.000000 ./example/poster3.jpg
1095.440000 973.640000 24.000000 3.000000 ./example/poster3.jpg
948.060000 956.600000 25.000000 3.000000 ./example/poster3.jpg
930.120000 954.500000 26.000000 3.000000 ./example/poster3.jpg
993.080000 939.380000 27.000000 3.000000 ./example/poster3.jpg
834.320000 921.380000 28.000000 3.000000 ./example/poster3.jpg
911.240000 912.100000 29.000000 3.000000 ./example/poster3.jpg
1324.880000 819.980000 30.000000 3.000000 ./example/poster3.jpg
1191.000000 800.080000 31.000000 3.000000 ./example/poster3.jpg
1253.220000 800.680000 32.000000  3.000000 ./example/poster3.jpg
1303.560000 807.560000 33.000000 3.000000 ./example/poster3.jpg
916.400000 743.800000 34.000000 3.000000 ./example/poster3.jpg
1299.000000 797.140000 35.000000 3.000000 ./example/poster3.jpg
1211.260000 766.140000 36.000000 3.000000 ./example/poster3.jpg
969.820000 713.220000 37.000000 3.000000 ./example/poster3.jpg
997.440000 697.960000 38.000000 3.000000 ./example/poster3.jpg
1311.740000 743.880000 39.000000 3.000000 ./example/poster3.jpg
1302.280000 734.540000 40.000000 3.000000 ./example/poster3.jpg
1264.700000 719.100000 41.000000 3.000000 ./example/poster3.jpg
946.080000 661.640000 42.000000 3.000000 ./example/poster3.jpg
1221.740000 702.880000 43.000000 3.000000 ./example/poster3.jpg
1273.120000 702.400000 44.000000 3.000000 ./example/poster3.jpg
1307.680000 708.160000 45.000000 3.000000 ./example/poster3.jpg
1198.980000 690.380000 46.000000 3.000000 ./example/poster3.jpg
1260.960000 699.980000 47.000000 3.000000 ./example/poster3.jpg
1241.560000 689.040000 48.000000 3.000000 ./example/poster3.jpg
1332.320000 694.020000 49.000000 3.000000 ./example/poster3.jpg
1282.340000 668.140000 50.000000 3.000000 ./example/poster3.jpg
1204.200000 637.580000 51.000000 3.000000 ./example/poster3.jpg
1260.900000 564.480000 52.000000 3.000000 ./example/poster3.jpg
872.960000 476.040000 53.000000 3.000000 ./example/poster3.jpg
535.804878 40.975610 54.000000 3.000000 ./example/poster3.jpg
1411.512195 232.975610 55.000000 3.000000 ./example/poster3.jpg
439.804878 1459.902439 56.000000 3.000000 ./example/poster3.jpg
1425.560976 1455.219512 57.000000 3.000000 ./example/poster3.jpg
542.829268 169.756098 58.000000 3.000000 ./example/poster3.jpg
835.512195 331.317073 59.000000 3.000000 ./example/poster3.jpg
1029.853659 371.121951 60.000000 3.000000 ./example/poster3.jpg
1053.268293 375.804878 61.000000 3.000000 ./example/poster3.jpg
1235.902439 410.926829 62.000000 3.000000 ./example/poster3.jpg
1256.975610 413.268293 63.000000 3.000000 ./example/poster3.jpg
1427.902439 448.390244 64.000000 3.000000 ./example/poster3.jpg
1505.170732 631.024390 65.000000 3.000000 ./example/poster3.jpg
1474.731707 865.170732 66.000000 3.000000 ./example/poster3.jpg
812.097561 235.317073 67.000000 3.000000 ./example/poster3.jpg
997.073171 270.439024 68.000000 3.000000 ./example/poster3.jpg
1022.829268 277.463415 69.000000 3.000000 ./example/poster3.jpg
1200.780488 312.585366 70.000000 3.000000 ./example/poster3.jpg
1221.853659 314.926829 71.000000 3.000000 ./example/poster3.jpg
1390.439024 345.365854 72.000000 3.000000 ./example/poster3.jpg
812.097561 778.536585 73.000000  3.000000 ./example/poster3.jpg
842.536585 516.292683 74.000000 3.000000 ./example/poster3.jpg
